Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Sponsor,Affiliate,Links,Coordination,Last update,On-air,Features,Coverage,EchoLink,Web links,Notes,Nets,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,IRLP,AllStar,Commands,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Southern Colorado,Central Regional,Northern Colorado Regional,YSF Digital Enabled,DG-ID,Mixed-Mode,Local Network,Wyoming,WyLOCAL,Worldwide,North America,English,Local/Cluster,Mountain Reg USA,Rocky Mountain Wide,Feed,Location Photo,P-25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide English,DCI Bridge,Colorado,N. Colorado,TAC 310,Devilshead Local,WIRES-X,Bandwidth,Eastern Colorado,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,TAC 311,Colorado Chat,Data,DMRX 1,Utah Statewide 2,USA,Utah,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On
448.95,-5,,,Black Forest,CO,OPEN,,SY,184.27,SE,,08,17551,39.04850006,-104.7009964,448.95,443.95,,,El Paso,,,N0PKT,K0JSC,,,2019-01-08,Unknown,e-power,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,,http://www.k0jsc.com,,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,,,,,,,,,yes,(B) Repeater,jfindu lookup / dstar-users lookup,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,6.25,yes,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,,184.63,SE,,08,46,38.83810043,-104.82099915,147.27,147.87,,,El Paso,,On-Air,TRA,,,,2016-08-10,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,,184.63,SE,,08,43,38.83810043,-104.82099915,146.91,146.31,151.4,151.4,El Paso,,On-Air,GGARC,,,CCARC,2016-08-10,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,,184.63,SE,,08,48,38.83810043,-104.82099915,147.39,147.99,103.5,,El Paso,,On-Air,W0MOG,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,D,184.66,S,,08,16782,37.3669014,-107.78500366,445.1375,440.1375,,,La Plata,DM67CI,On-Air,K2AD,Rocky Mountain Ham Radio,,CCARC,2019-11-27,,,,,http://www.rmham.org/,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,yes,7,310854,RMHR c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,,Colorado Springs,CO,CLOSED,,,184.77,SE,,08,8211,38.83390045,-104.82099915,449.575,444.575,,,El Paso,,On-Air,RMHARC,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,,184.77,SE,,08,8200,38.83390045,-104.82099915,448.3,443.3,100,,El Paso,,On-Air,AA0L,,,CCARC,2016-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,151.4,K0IRP,Colorado Springs,CO,OPEN,,,184.77,SE,,08,50,38.83390045,-104.82099915,447.35,442.35,151.4,,El Paso,,On-Air,GGARC,,,CCARC,2015-03-04,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,,184.77,SE,,08,8182,38.83390045,-104.82099915,224.06,222.46,,,El Paso,,,Pikes Peak FM Association (PPFMA),,,CCARC,2012-11-12,Unknown,"E-power, linked.",Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,123,KF0WF,Colorado Springs,CO,OPEN,,,184.77,SE,,08,49,38.83390045,-104.82099915,447.025,442.025,123,,El Paso,,Off-Air,Colorado Springs ARA,,,CCARC,2016-08-10,,"Closed autopatch, e-power, linked, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,184.77,SE,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,,El Paso,DM78OU,Off-Air,,,,CCARC,2018-09-25,,,Colorado Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,,184.77,SE,,08,51,38.83390045,-104.82099915,447.475,442.475,107.2,,El Paso,,On-Air,Mountain ARC (MARC),,"Full-time to 146.68500 (NX0G) at Lake George, Badger Mountain, CO . Full-time to 146.82000 (NX0G) at Woodland Park, CO . Full-time to 448.65000 (NX0G) at Woodland Park, CO . Full-time to 147.01500 (NX0G) at Cripple Creek, CO .",CCARC,2019-11-07,,"Closed autopatch, e-power.",,,,,MARC/PCRC: Tue at 1930.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,114.8,W0MOG,Colorado Springs,CO,OPEN,,,184.77,SE,,08,55,38.83390045,-104.82099915,448.6,443.6,114.8,,El Paso,,,W0MOG,,"Full-time to 927.80000 (W0MOG) at Colorado Springs, CO .",CCARC,2012-11-10,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,184.77,SE,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,,Teller,,On-Air,,,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",CCARC,2012-11-10,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.55,-5,123,WA6IFI,Colorado Springs,CO,OPEN,,,184.77,SE,,08,8191,38.83390045,-104.82099915,447.55,442.55,123,,El Paso,,On-Air,WA6IFI,,,CCARC,2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,,KB5ITS,"Mancos, Caviness",CO,OPEN,,,185.12,S,,08,18459,37.36460114,-108.14800262,145.325,144.725,,,Montezuma,,On-Air,San Juan Connection,,,,2020-01-12,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.725,-5,123,KA0TTF,"Colorado Springs, Fillmore Hill",CO,OPEN,,,185.16,SE,,08,56,38.77999878,-104.84999847,448.725,443.725,123,,El Paso,,On-Air,KA0TTF,,,CCARC,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,185.16,SE,,08,41,38.73720169,-104.8809967,146.76,146.16,107.2,107.2,El Paso,DM78NR,On-Air,Cheyenne Mountain Repeater Group,,,CCARC,2018-01-15,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,185.16,SE,,08,269,38.73720169,-104.8809967,448,443,107.2,,El Paso,DM78NR,On-Air,,,,CCARC,2018-01-15,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,185.16,SE,,08,53,38.73720169,-104.8809967,448.1,443.1,107.2,107.2,El Paso,DM78NR,On-Air,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",CCARC,2018-01-15,,"Closed autopatch, e-power.",Wide area.,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,,185.21,SE,,08,47,38.73720169,-104.87999725,147.345,147.945,107.2,107.2,El Paso,DM78NR,On-Air,,,"Full-time to 927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to the Cheyenne Mtn Repeater Group System .",CCARC,2018-01-15,,"Closed autopatch, e-power.",Wide area.,,http://www.cmrg.org/,,,,,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,,185.21,SE,ON - IDLE,08,38,38.73720169,-104.87999725,145.16,144.56,107.2,107.2,El Paso,,On-Air,Colorado Repeater Association,CRA VHF Link System,"Full-time to 145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",CCARC,2017-11-13,,"Closed autopatch, e-power.","Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",347086,http://www.w0cra.org/info/cosprgs.html#145160,Switch to this repeater at mile marker 170 on I-25.,,,,,,,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,,185.27,SSE,,08,14200,37.75310135,-106.10900116,146.64,146.04,77,77,Rio Grande,,On-Air,,,,,2016-12-25,,,Low level local coverage,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,,185.28,SSE,,08,16645,37.75,-106.11499786,447.1,442.1,77,,Saguache,,On-Air,,,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,,185.45,S,,08,15896,37.36000061,-108.15000153,442.375,447.375,100,,Montezuma,DM57WI,On-Air,San Juan Connection,,Full-time to the San Juan Connection System .,,2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,,185.58,SE,,08,8176,38.83969879,-104.80000305,147.135,147.735,100,,El Paso,DM78OU,On-Air,AA0L,,,CCARC,2016-04-08,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,"Colorado Springs, ~2 mi ENE USAFA North Gate",CO,OPEN,,Y,185.58,SE,,08,39,38.70000076,-104.90000153,145.265,144.665,,,El Paso,DM78NQ,On-Air,Pikes Peak FM Association (http://PPFMA.ORG),,,CCARC,2019-03-07,,,Local. Good coverage of I25 corridor from Baptist Rd south to Fort Carson.,,PPFMA Repeaters,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,,185.76,SE,,08,15584,38.13470078,-105.46600342,448.325,443.325,100,100,Custer,,On-Air,,The Fun Machine,Full-time to the The Fun Machine System .,,2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,,185.76,SE,,08,8218,38.13470078,-105.46600342,919.1,894.1,88.5,,Pueblo,,Off-Air,Pueblo HC,,,CCARC,2016-07-14,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,185.77,SE,,08,37,38.74520111,-104.86199951,145.13,144.53,88.5,123,El Paso,,On-Air,Colorado Connection,,Full-time to the Colorado Connection System .,CCARC,2019-11-11,,9,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,Linked into the Colorado Connection System,Colorado Traffic Net: Daily at 19:00. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00. Colorado Preparedness Net: Sat at 09:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,185.78,SE,,08,8087,38.74509811,-104.86199951,446.9125,441.9125,,,El Paso,,Off-Air,Cheyenne Mountain Repeater Group (CMRG),,,,2019-12-28,,,,,,This DStar repeater is up but not truly functional. It serves as a local repeater presently as it is not connected to the internet for now.,,,,,,,,,,yes,KC0CVU (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,185.78,SE,,08,7171,38.74499893,-104.86199951,927.85,902.85,D114,,Teller,DM78NR,On-Air,CMRG,,"Full-time to 147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",CCARC,2017-03-09,,9,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,D,185.78,SE,"Welcome to The RMHAM DMR Machine, located on Cheyenne Mountain above Colorado Springs This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 and 3740 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,310895,311,312,31200,31203,313,31327,314,3140,31400,31408,3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",08,12355,38.74509811,-104.86199951,445.0625,440.0625,,,El Paso,,On-Air,Rocky Mountain Ham Radio,N0SZ Colorado Springs Brandmeister,,CCARC,2019-11-27,,Rocky Mountain Ham Radio Brandmeister Sites,,,,"This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. The talkgroups that are setup on this system are the Fun Machine Analog transcoded and statically linked on TS1 as TG310815. At this time TS2 will carry TG3108 statically and the following are all PTTable with a 15 minute activity timeout (310,31079,31080,31082,31083,31084,31085,31086,31088,311,312,31200,31203,313,31327,314,3140,31400,31408, 3148,315,31563,316,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31623,31648,31652,317,318,319,3740,91,9112,93). No other TGs are PTTable from this system unless they are enabled. If you have a specific TG that would would like added to TS2 as a PTT TG please let me know and I will consider adding it.",,yes,1,310857,RMHAM c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access TAC 310 2 310 PTT TAC 311 2 311 PTT Colorado 2 3108 Full-Time Colorado Chat 2 31080 PTT function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,2,2,,,,,,,,,,,,
53.13,-1.7,107.2,WA6IFI,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,,185.78,SE,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,El Paso,DM78NR,On-Air,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2017-03-09,,,,,http://www.cmrg.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,,185.79,SE,,08,7189,38.13470078,-105.46499634,147.06,147.66,77,77,Custer,,On-Air,http://www.qsl.net/rghc,,,CCARC,2019-08-16,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,,185.79,SE,,08,248,38.13470078,-105.46499634,448.15,443.15,103.5,103.5,Custer,,On-Air,Royal George ARC,,,CCARC,2017-03-11,,E-power.,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,,185.79,SE,,08,7192,38.13470078,-105.46499634,927.775,902.775,D116,,Custer,,On-Air,Royal Gorge Amateur Radio Club,,,CCARC,2012-06-14,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.385,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,S,185.8,SE,,08,8088,38.74449921,-104.86199951,145.385,144.785,,,El Paso,DM78NR,Testing,Cheyenne Mountain Repeater Group (CMRG),,,CCARC,2019-12-29,,,Wide area,,http://www.cmrg.org,"This repeater is operational and linked to XRF720. Currently, INBOUND traffic is making it in but OUTBOUND traffic is not getting to the gateway or reflector. We hope to have this resolved soon.",,,,,,,,,,yes,KC0CVU (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,,185.87,S,,08,114,37.34999847,-107.76699829,147.345,147.945,88.5,123,La Plata,DM67CI,On-Air,Colorado Connection,,Full-time to the Colorado Connection System .,CCARC,2016-06-20,,,Durango and north towards Molas Divide.,,,,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (All Welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,D,187.15,S,,08,15895,37.34500122,-108.28900146,446.7375,441.7375,,,Montezuma,,On-Air,RMHAM,,,CCARC,2019-11-27,,,,,http://www.rmham.org,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,yes,6,310826,RMHR c Record retrieved from radioid.net,,,,,,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Southern Colorado 1 719 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,,188.23,S,,08,8168,37.32600021,-108.2480011,145.325,144.725,100,,Montezuma,DM57VH,On-Air,,,,CCARC,2018-01-15,,E-power.,Wide area.,,http://www.sjcham.com,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,156.7,AD0TP,Colorado Springs,CO,OPEN,,,188.27,SE,,08,42,38.83969879,-104.7437973,146.85,146.25,156.7,103.5,El Paso,DM78PU,On-Air,AD0TP,Village 7 Amateur Radio Club,,CCARC,2020-02-10,,,Greater Colorado Springs Area,,http://www.v7arc.com/,Please email with comments/signal reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,,189.01,SE,ON - IDLE,08,13294,39.04370117,-104.60800171,447.625,442.625,100,100,El Paso,,On-Air,KD0MDP,The Fun Machine,Full-time to the The Fun Machine System .,,2015-06-02,,Linked.,,363976,,,,,,,,,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,,189.26,S,,08,8169,37.29999924,-108.02799988,145.37,144.77,100,100,La Plata,DM57XH,On-Air,,,,CCARC,2018-01-15,,E-power.,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,,189.28,SSW,Node Offline,08,61,37.34889984,-108.58499908,146.79,146.19,127.3,127.3,Montezuma,,On-Air,KD5LWU,,,CCARC,2015-04-30,,,,24336,,,4,,,,,,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,,189.28,SSW,Node Offline,08,62,37.34889984,-108.58499908,449.175,444.175,127.3,,Montezuma,,Off-Air,KD5LWU,,,CCARC,2014-06-30,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,,190.87,S,,08,11546,37.27529907,-107.87999725,449.85,444.85,100,100,La Plata,,On-Air,DARC,,,CCARC,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,,190.87,S,,08,115,37.27529907,-107.8789978,448.625,443.625,131.8,131.8,La Plata,,On-Air,KC5EVE,,,CCARC,2018-09-26,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,,190.9,W,,49,167,40.5,-111.48300171,449.95,444.95,,,Wasatch,,On-Air,,,,UVHFS,2008-07-10,,,Heber city and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,N7ZOI,"Midway, Wilson Peak",UT,OPEN,,,191.22,WNW,,49,168,40.56219864,-111.47599792,147.2,147.8,88.5,,Wasatch,DN40GN,On-Air,,High Valley ARC,"Full-time to 449.52500 (K7JL) at Brighton, Scott's Peak, UT .",UVHFS,2015-06-11,,8,Heber city and surrounding communities.,,,,HVARC: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,,191.77,S,,08,11545,37.2621994,-107.90599823,147.135,147.735,100,100,La Plata,DM67BG,On-Air,,,,CCARC,2018-01-15,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,Y,192,SE,,08,13790,38.93299866,-104.60900116,447.2,442.2,,,El Paso,,Testing,GGARC,Garden of the Gods Amateur Radio Club,,,2015-11-11,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.8,-0.6,100,N6EZO,Mapleton,UT,OPEN,,,193.9,W,,49,5483,40.13019943,-111.57900238,146.8,146.2,100,,Utah,,On-Air,,ERC CERT,,UVHFS,2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,,193.94,W,,49,147,40.1609993,-111.57900238,447.325,442.325,114.8,,Utah,DN40FD,On-Air,,,,UVHFS,2015-03-25,,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.64,-1.6,,N7IMF,"Ephraim, Horseshoe",UT,OPEN,,,194.24,WSW,,49,143,39.33670044,-111.4509964,224.64,223.04,,,Sanpete,DM49GI,,,,,UVHFS,,Unknown,E-power.,Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,,194.24,WSW,,49,190,39.33670044,-111.4509964,146.66,146.06,100,,Sanpete,DM49GI,On-Air,Skyline Repeater System,,,UVHFS,2017-11-12,,"Autopatch, 10,350'.",Wide area: Provo to Salina.,,,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Indianola, Indianola Peak",UT,OPEN,I,,194.24,WSW,,49,10229,39.33670044,-111.4509964,146.72,146.12,100,,Sanpete,DM49GI,On-Air,W7REL and Sanpete County,Skyline Radio Club,Full-time to the Skyline Repeater System .,UVHFS,2014-01-20,,,Northern San Pete County,,,,,,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
