Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Grid,Coverage,Sponsor,Features,Links,Downlink Tone,IRLP,Notes,Nets,Affiliate,AllStar,On-air,Talkgroups,Rocky Mountain Wide,Southern Colorado,EchoLink,Commands,Talkgroup Network,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,D-STAR Enabled,Node,Sources,P-25 Digital Enabled,NAC,Default Reflector,Central Regional,Northern Colorado Regional,Location Photo,Feed,Bandwidth,Mixed-Mode,Eastern Colorado,YSF Digital Enabled,DG-ID,TAC 311,Colorado,Colorado Chat,Devilshead Local,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2
443.35,5,CC,WR7HLN,"Grants, La Mosca Peak (Mount Taylor)",NM,OPEN,,D,191.44,S,"Transmitting of the HIGHEST DMR Repeater in New Mexico on La Mosca Peak, 11,200 Feet above sea level 15 miles northeast of downtown Grants, New Mexico. 50 Watt Hytera Dual-Mix Repeater. DB Products 633 omni pattern antenna. Antenna height is 180 feet above ground level. Powered with a back up Generator. On the air June 26, 2019.",35,18016,35.25289917,-107.59700012,443.35,448.35,,Bernalillo,On-Air,http://www.dmr-montana.net,NMFCC,2019-12-08,yes,1,310793,BrandMeister c Record retrieved from radioid.net,,,"Central New Mexico,",Mac Pass Repeater Group,BrandMeister on DMR Dual Mix Analog on PL Tone 131.8,,,,,,,,,,,,,"Time Slot 1 3135 New Mexico Statewide, Time Slot 2 31301 MPRG1",,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
146.98,-0.6,141.3,NM5EM,"Grants, Mt Taylor",NM,OPEN,,,191.47,S,,35,5349,35.25249863,-107.59700012,146.98,146.38,141.3,Cibola,On-Air,,,2016-08-31,,,,,,,,New Mexico Emergency Management Association Amateur Radio Club,,"Full-time to 444.97500 (K5EMO) at Grants, 515 West High Street, NM .",141.3,,Located inside the state of NM radio building.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,191.66,NE,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,91.5,Boulder,Off-Air,http://www.ked-wireless.com/products1.htm,CCARC,2017-05-02,,,,,,DN70jb,Local,BARC,12,,91.5,,,,,,,,,,115482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,100,KB0UDD,"Aurora, Smoky Hill",CO,OPEN,,,192,NE,,08,5,39.6072998,-104.74099731,145.4,144.8,100,Arapahoe,On-Air,,CCARC,2019-03-09,,,,,,,Greater Denver area.,Castle Rock Repeater Group,"Autopatch, e-power.","Full-time to 448.50000 (KB0UDD) at Aurora, Smokey Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,151.4,N0OBA,Aurora,CO,OPEN,E,,192.05,NE,ON - IDLE,08,8741,39.62799835,-104.75800323,145.19,144.59,151.4,Arapahoe,On-Air,,,2018-02-01,,,,,,DM79OP,"Aurora, Littleton, Denver, Morrison, North Colorado Springs to as far as Ft. Collins.",N0OBA,Autopatch (please contact trustee).,,131.8,,"Please note the PL's! Do not TSQ unless your radio can do split PL's. Otherwise you will not here the system. Regards, Scott","""Tri Lakes Net"" This net is held every Monday at 7:30pm local (except on the third Monday of the month when we have our regular radio club meeting.)",,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,K5URR,"Grants, Mt Taylor",NM,OPEN,,,192.41,S,,35,97,35.23860168,-107.60800171,146.94,146.34,100,Cibola,On-Air,http://www.urfmsi.org/,,2018-12-13,,,,,,DM65EF,Wide area.,Upper Rio FM Society,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.15,-5,136.5,WR0AEN,Aurora,CO,OPEN,,S,192.53,NE,,08,8207,39.69670105,-104.80999756,449.15,444.15,,Arapahoe,On-Air,,CCARC,2012-11-12,,,,,,,,Colorado Amateur Repeater Network (CARN),,,,,,,,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.4,-5,94.8,N0ZUQ,Aurora,CO,OPEN,,,192.93,NE,,08,8202,39.72940063,-104.83200073,448.4,443.4,94.8,Arapahoe,On-Air,,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,156.7,W0BG,Aurora,CO,OPEN,,,192.93,NE,,08,8199,39.72940063,-104.83200073,448.275,443.275,156.7,Arapahoe,On-Air,,CCARC,2013-01-05,,,,,,,,W0BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,Aurora,CO,OPEN,,,192.93,NE,,08,8743,39.72940063,-104.83200073,449.95,444.95,77,Arapahoe,On-Air,,CCARC,2019-08-23,,,,,,,Primarily to the North along I-25 corridor,W9SL Owner,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,,WN7ANT,Aurora,CO,OPEN,W,Y,192.93,NE,,08,16032,39.72940063,-104.83200073,448.825,443.825,,Arapahoe,On-Air,,,2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,30584,,,,,,
448.5,-5,100,KB0UDD,"Aurora, Smokey Hill",CO,OPEN,,,192.97,NE,,08,92,39.72940063,-104.83100128,448.5,443.5,100,Denver,On-Air,,CCARC,2017-03-11,,,,,,,Greater Denver area.,Castle Rock Repeater Group,E-power.,"Full-time to 145.40000 (KB0UDD) at Aurora, Smoky Hill, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.045,0.6,123,K0ML,Northglenn,CO,OPEN,,,193.29,NE,,08,185,39.88560104,-104.98699951,147.045,147.645,123,Adams,On-Air,,CCARC,2017-04-10,,,,,,,,Northglenn RA,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,193.39,SE,,35,136,36.90330124,-104.43900299,147.28,147.88,100,Colfax,On-Air,,NMFCC,2018-01-07,,,,,,,Wide area.,,8,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,,194.12,NNE,,08,244,40.6493988,-106.38200378,145.16,144.56,88.5,Jackson,On-Air,,CCARC,2017-01-06,,,,,,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Colorado Connection,8,Full-time to the Colorado Connection System .,123,,Part of the Colorado Connection system of repeaters.,Central Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,,194.75,NE,,08,16,40.05559921,-105.15699768,146.76,146.16,100,Boulder,On-Air,,CCARC,2017-03-11,,,,,,DN70KB,Wide area.,Rocky Mtn VHF Soc,5,,,,ARES primary repeater. Voting Receivers: RX Location Tone Pitch PL Gunbarrel single beep low 100.0 Lousville single beep low 100.0 Lyons double beep high followed by medium 100.0 Louisville #2 double beep high followed by low 100.0,,Boulder County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep
147.26,0.6,67,NM5ML,"Pecos, Elk Mountain",NM,OPEN,,,194.86,SE,,35,145,35.76720047,-105.55400085,147.26,147.86,67,San Miguel,On-Air,,NMFCC,2018-01-07,,,,,,DM75FS,Wide area.,,11,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,162.2,W5SF,"Las Vegas, Elk Mountain",NM,OPEN,,,194.92,SE,,35,115,35.76670074,-105.5530014,147.3,147.9,162.2,San Miguel,On-Air,SFARC Repeaters,NMFCC,2017-07-06,,,,,,DM75FS,Wide area.,Santa Fe ARC,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,67,K5URR,"Grants, MW Ridge",NM,OPEN,,,195.86,S,,35,15625,35.18880081,-107.59999847,146.64,146.04,67,Bernalillo,On-Air,http://www.urfmsi.org,NMFCC,2018-05-03,,,,,,DM65EE,Wide Area,URFMSI,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.75,5,162.2,KC5IPK,Rio Rancho,NM,OPEN,EI,,196.84,SSE,Node Offline,35,3112,35.2743988,-106.73699951,442.75,447.75,162.2,Sandoval,On-Air,,NMFCC,2017-02-11,,,,,,,"Rio Rancho, Albuquerque, Corrales.",KC5IPK,E-power.,,,7855,,,,,,,,,214956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,196.84,SSE,,35,139,35.2743988,-106.73699951,147.1,147.7,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,2017-02-10,,,,,,DM65PG,,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.","Full-time to 443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",100,,,,,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,,196.84,SSE,,35,141,35.2743988,-106.73699951,443,448,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,2017-02-10,,,,,,DM65PG,Rio Rancho and parts of Santa Fe.,Sandoval Co ARES,E-power.,"Full-time to 147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,,,,RACES.,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7375,-25.7,100,KI0HC,Parker,CO,OPEN,,,197.2,E,,08,14732,39.53910065,-104.56900024,927.7375,902.025,100,Douglas,On-Air,,CCARC,2020-01-01,,,,,,DM79RM,"Wide area coverage, I 25 from Cheyenne south to MM 20 just north of Trinidad. I 76 East to MM 100. I 70 from Idaho Springs to Genoa. Highway 24 from the Colorado Springs to Limon. Highway 24 west of Colorado Springs is spotty to Hartsel. US 50 from Canon City to Las Animas. Salida south to the San Luis Valley to Antonito. Salida North to just south of Leadville. Repeater Coverage Map",,,Full-time to the The 900 P25 Network System .,100,,,,,,,,,,,,,,,,,,,,,,,yes,293,yes,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,
443.4,5,100,NM5SV,"Placitas, Sandia Peak",NM,OPEN,,,197.76,SSE,,35,14763,35.33599854,-106.44100189,443.4,448.4,100,Sandoval,On-Air,http://sandiavista.net,NMFCC,2019-08-10,,,,,,DM65SI,,Sandia Vista ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,CC,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,,D,198.39,NE,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,,Larimer,On-Air,http://www.w0dmr.org,,2019-11-27,yes,2,310853,Brandmeister c Record retrieved from radioid.net,,DN70FI,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,Brandmeister Network,,,,,,W0DMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,67,K5EMO,"Grants, 515 West High Street",NM,OPEN,E,,198.47,S,ON - IDLE,35,17042,35.15420151,-107.85399628,444.975,449.975,67,Cibola,On-Air,,NMFCC,2018-12-27,,,,,,DM65BD,Local,Cibola County Emergency Manager,Linked to 147.980 NM5EM,"Full-time to 146.98000 (NM5EM) at Grants, Mt Taylor, NM .",67,,,,,,,,,,707790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.35,5,100,WA5OLD,Rio Rancho,NM,OPEN,,,198.6,SSE,,35,140,35.27550125,-106.61799622,442.35,447.35,100,Sandoval,On-Air,,NMFCC,2017-07-21,,,,,,DM65QG,,WA5OLD,Autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,Y,198.94,S,,35,10215,35.14730072,-107.85099792,147.18,147.78,,Cibola,On-Air,,NMFCC,2018-11-29,,,,,,,,Cibola County Amateur Radio Club,,"Full-time to 444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,
444.8,5,67,NM5ML,"Grants, La Mosca",NM,OPEN,,,198.94,S,,35,15885,35.14730072,-107.85099792,444.8,449.8,67,Cibola,On-Air,,NMFCC,2018-01-07,,,,,,,Wide area,Mega Link Repeater System,Full time to the New Mexico MegaLink system,Full-time to the Mega-Link System .,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.66,-0.6,100,NM5ML,"Grants, Microwave Ridge",NM,OPEN,,,198.95,S,,35,94,35.14720154,-107.85099792,146.66,146.06,100,Cibola,On-Air,,NMFCC,2017-07-25,,,,,,,Wide area.,Mega-Link Rptr System,9,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,,199.28,NE,ON - IDLE,08,120,40.37720108,-105.52100372,449.8,444.8,123,Larimer,On-Air,,CCARC,2017-08-05,,,,,,,,Estes Valley ARC,E-Power,"Full-time to 146.68500 (N0FH) at Estes Park, CO .",,7268,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,,,,625757,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,141.3,WE0FUN,"Denver, Green Valley Ranch",CO,OPEN,EA,,199.29,NE,Node Offline,08,9765,39.79669952,-104.7480011,448.15,443.15,141.3,Denver,On-Air,k0jsc.com,CCARC,2019-08-22,,,,,,DM79pt,Small coverage of the East Denver area SW of DIA. Repeater Coverage Map,K0GUR,E-power (batt). 2 meter and 70cm channel steerable remote bases.,Full-time to the The Fun Machine System .,141.3,,Can be linked to various local repeater systems via the remote base(s). Echolink connects restricted. Email me to be added to the authorized list. The system may be occupied in the Southern Colorado area for a formal net or ARES activity.,APRS Net: Sun at 19:00. Region 5 District 2 ARES Net: Sun at 19:30. Statewide ARES Net: Sun at 20:00. Region 5 District 1 ARES Net: Mon at 19:00. RGARC Net: Wed at 19:00.,,29436,,,,,24340,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,
147.08,0.6,100,NM5SC,"Placitas, La Madera",NM,OPEN,A,,199.32,SSE,,35,9768,35.30749893,-106.45700073,147.08,147.68,100,Sandoval,On-Air,http://www.nmscares.org,NMFCC,2017-02-10,,,,,,DM65SH,"Wide area: Sandia Mtns, Edgewood, Moriarty, Madrid, Golden.",Sandoval County ARES,"Linked, e-power.",,,,25,Sandoval County ARES: Mon at 19:30.,ARRL,28176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.2,-1,107.2,N9PGQ,La Cueva,NM,OPEN,,,199.34,SSE,,35,101,35.59109879,-105.73200226,53.2,52.2,107.2,Santa Fe,Off-Air,,NMFCC,2017-08-22,,,,,,,,N9PGQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,107.2,N9PGQ,La Cueva,NM,OPEN,,,199.34,SSE,,35,102,35.59109879,-105.73200226,146.84,146.24,107.2,Santa Fe,,,NMFCC,,,,,,,,,N9PGQ,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,107.2,N9PGQ,La Cueva,NM,OPEN,,,199.34,SSE,,35,103,35.59109879,-105.73200226,442.125,447.125,107.2,Santa Fe,,,NMFCC,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
