Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Sponsor,Coordination,Last update,Op Status,Features,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,P-25 Digital Enabled,NAC,Default Reflector,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,Talkgroup Network,Central Regional,Northern Colorado Regional,Commands,Location Photo,Feed,Bandwidth,Eastern Colorado,Devilshead Local,YSF Digital Enabled,DG-ID,TAC 310,TAC 311,Colorado,Colorado Chat,Mixed-Mode,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Worldwide,North America,English,Europe,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local/Cluster,N. Colorado,Worldwide English,Mountain Reg USA
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,S,171.58,SE,,35,6805,36.99250031,-104.47399902,446.775,441.775,,Colfax,,Cheyenne Mountain Repeater Group,NMFCC,2017-07-22,On-Air,,,,,http://www.cmrg.org/,,,,,DM76SX,,,,,,yes,KD0RDI (B) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,,171.66,SE,,08,239,36.99739838,-104.46700287,145.43,144.83,107.2,Las Animas,,Cheyenne Mountain Repeater Group,CCARC,2017-10-24,On-Air,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,171.68,NE,,08,124,40.58530045,-105.08399963,449.85,444.85,100,Larimer,,CO State Univ ARC,CCARC,2012-11-16,On-Air,Closed autopatch.,100,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,171.68,NE,,08,3592,40.58530045,-105.08399963,927.95,902.95,100,Larimer,,,CCARC,2019-09-01,On-Air,,100,Northern Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,,171.85,SSE,,35,15923,36.19889832,-105.88899994,147.18,147.78,100,Rio Arriba,,,NMFCC,2018-04-13,On-Air,,100,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,,172.31,NW,Node Offline,49,281,40.355,-109.148,146.92,146.32,136.5,Duchesne,,,UVHFS,2017-06-29,Off-Air,E-power.,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,,172.31,NW,,49,182,40.3564,-109.146,449.7,444.7,136.5,Uintah,Unknown,W7BYU,UVHFS,,,8,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,,172.39,NW,ON - IDLE,49,163,40.3572,-109.147,147.1,147.7,136.5,Uintah,,""">Borderline ARC",UVHFS,2017-06-29,On-Air,"Autopatch, e-power.",,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.","Full-time to 147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",,,3577,8,,,458414,,,,,,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,173.46,SSE,,35,15606,36.24700165,-105.65499878,51.5,51.5,100,Taos,,Taos ARC,,2017-08-27,On-Air,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,173.46,SSE,,35,15605,36.24700165,-105.65499878,224.4,222.8,225.7,Taos,,Taos ARC,NMFCC,2017-07-06,On-Air,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,,173.49,SSE,ON - IDLE,35,172,36.24689865,-105.65399933,147.12,147.72,67,Taos,,Taos Amateur Radio Club,NMFCC,2017-02-24,On-Air,E-power.,,Wide area.,,http://taosarc.org/,ARRL,,,,DM76EF,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,,173.53,SSE,,35,15612,36.24620056,-105.65399933,449.875,444.875,123,Taos,,Taos ARC,NMFCC,2018-05-21,Off-Air,"Linked to 147.34, E-Power.",,,,,,,,,DM76EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,173.82,NE,,08,12562,40.54460144,-104.94400024,147.39,147.99,,Larimer,,KT0L - NoCo C-Bridge Network,CCARC,2019-11-27,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,Documentation,,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,yes,2,310822,NoCO c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,2,1,,1
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,,174.38,S,,35,15615,36.02220154,-106.95800018,145.175,144.575,141.3,Sandoval,,NMEMA ARC,NMFCC,2017-02-18,Off-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,,174.7,NE,,08,159,40.40370178,-104.70300293,449.725,444.725,127.3,Weld,,K0OJ,CCARC,2019-10-04,On-Air,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,,174.81,NE,,08,156,40.40359879,-104.69999695,146.85,146.25,100,Weld,,Northern Colorado ARC,CCARC,2017-05-08,On-Air,"E-power, WX.",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,,175.03,S,,35,66,36.0135994,-106.84400177,147.24,147.84,67,Sandoval,,,NMFCC,2018-01-07,On-Air,9,,Wide area.,Full-time to the Mega-Link System .,,,,,,DM66NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,,175.19,ESE,,08,7395,38.85200119,-103.69999695,449.9,444.9,107.2,Lincoln,,,CCARC,2012-07-20,On-Air,,,,,,BSAR,,,,DM88DU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC,KB0VGD,Greeley,CO,OPEN,,D,175.47,NE,,08,18521,40.42331314,-104.70912933,445.1375,440.1375,,Weld,,,,2020-02-17,On-Air,,,,,,,,,,,,,,,,,,,yes,2,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,175.48,NE,,08,8210,40.4233017,-104.70899963,449.325,444.325,,Weld,,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12,On-Air,,,,,,,,,,,,,,,,yes,WR0AEN (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,,177.02,SE,,35,136,36.90330124,-104.43900299,147.28,147.88,100,Colfax,,,NMFCC,2018-01-07,On-Air,8,,Wide area.,Full-time to the Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,177.03,NE,,08,8188,40.58100128,-104.90599823,447.2,442.2,82.5,Weld,,N6RFI,CCARC,2017-03-11,On-Air,,,,,,,,,,DN70NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,177.08,NE,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,Larimer,,W0DMR - NoCo C-bridge Network,CCARC,2019-11-27,On-Air,,,"Fort Collins east side, into Red Feather Lakes area.",,W0DMR,Brandmeister Network,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,DN70MO,,,,,,,,,yes,2,310806,NoCO c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,BrandMeister US,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,2,,,,,,,,1,,,1,,,,,,,,,2,2,1,
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,177.25,E,ON - IDLE,08,9583,39.37030029,-103.8010025,449.25,444.25,123,Elbert,,K0UPS Club c/o N1UPS,CCARC,2014-09-02,On-Air,Full duplex node.,123,"I-70 Limon, Co area.",,,,3349,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",,DM89CI,3349,,,,,,,,,,,,,,,,,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,,177.93,SSE,,35,41,36.36000061,-105.20999908,147.34,147.94,100,Colfax,,Taos ARC,NMFCC,2017-08-27,On-Air,E-power.,,Wide area.,,Taos Amateur Radio Club,,,,,DM76JI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Maxwell,NM,OPEN,A,,178.82,SE,,35,16113,36.50999832,-104.91000366,145.21,144.61,110.9,Colfax,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,2020-01-25,On-Air,,110.9,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,,180.64,NE,,08,8251,40.70389938,-105.00900269,448.325,443.325,110.9,Larimer,,,CCARC,2012-11-16,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,Y,183.33,NNE,Node Offline,56,15436,41.09719849,-105.97699738,147.015,147.615,146.2,Albany,,"Albany County ARES/RACES, University Amateur Radio",,2017-02-24,On-Air,,,Albany County,,http://www.uwyo.edu/uarc/,,,,,,82070,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,,185.75,S,,35,15622,35.86729813,-106.63800049,145.41,144.81,100,Santa Fe,,W5HO,NMFCC,2017-08-25,Off-Air,,,,,,,,,,DM65QU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,,186.03,S,,35,194,35.90269852,-106.28199768,146.88,146.28,CSQ,Los Alamos,,Los Alamos ARC,NMFCC,2018-05-17,On-Air,Autopatch,,,,,,,Located on the Barranca Mesa water tower.,LAARC: Sun at 2000.,DM65UV,,,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5,CC,NM5BB,"Los Alamos, Pajarito Mountain",NM,OPEN,,D,186.04,S,,35,15733,35.88669968,-106.39499664,442.225,447.225,,Los Alamos,,Rocky Mountain Ham Radio,NMFCC,2019-12-16,On-Air,TS 1 TG 700 Wide TS 2 TG 719 South TS 2 TG 714 Los Alamos Local TS 2 TG 505 New Mexico,,Wide area 50 mi radius.,,https://www.rmham.org/wordpress/dmr-radio-site-information/,,,Linked,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,DM65TV,,,,,,,,,yes,7,313505,Colorado/Rocky Mountain c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,,NM5EC,"Los Alamos, Pajarito Mountain",NM,OPEN,,S,186.04,S,,35,18232,35.88669968,-106.39499664,145.19,144.59,,Los Alamos,,SFARC,,2019-10-30,On-Air,"Mixed mode DStar, analog and fusion (under another entry, using W5SF callsign)",,Wide area,,,,,,,DM65TV,,,,,,yes,NM5EC (C) Repeater,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,,186.04,S,,35,118,35.88669968,-106.39499664,145.19,144.59,162.2,Los Alamos,,SFARC,NMFCC,2019-10-30,On-Air,"Mixed mode analog, Fusion, and D-star (using call NM5EC C, noted under separate entry)",162.2,Wide Area,,,,,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,Northern New Mexico Amateur Radio Net: Mon at 20:30.,DM65TV,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,CSQ,KB5RX,"Los Alamos, Pajarito Mountain",NM,OPEN,,,186.33,S,,35,196,35.88399887,-106.38200378,223.94,222.34,CSQ,Los Alamos,,,NMFCC,2015-10-16,On-Air,E-power.,,,,,,,,,DM65TV,,,,,,,,,,,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,,186.72,S,,35,9407,35.89199829,-106.28500366,224.04,222.44,100,Los Alamos,,KA5BIW,NMFCC,2019-03-13,On-Air,,100,,,,,,linked with 442.0 in Los Alamos and 224.38 in Albuquerque,,DM65uv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,,,186.72,S,,35,15608,35.89199829,-106.28500366,442,447,100,Los Alamos,,KA5BIW,NMFCC,2019-03-12,On-Air,,,,,http://ka5biw.com/ham_radio/repeater.php,,,Linked to 224.04 in Los Alamos and 224.38 in Albuquerque,,DM65UV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,S,186.76,S,,35,5181,35.88809967,-106.30699921,442.425,447.425,,Los Alamos,,,,2017-07-25,On-Air,,,30,,,,,,,,,,,,,yes,NM5WR (B),jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,,186.77,S,,35,123,35.88809967,-106.30599976,444.775,449.775,,Los Alamos,,WD9CMS,NMFCC,2017-03-19,On-Air,E-power.,,Los Alamos and surrounding areas,,,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,,186.82,SW,,04,163,36.4614,-109.096,145.25,144.65,100,Apache,,San Juan Connection,ARCA,2018-10-17,On-Air,"E-power, linked.",,,Full-time to the San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Red Rock, Roof Butte",AZ,OPEN,,,186.82,SW,,04,72,36.4614,-109.096,146.82,146.22,100,Apache,,Totah ARC,ARCA,2018-02-28,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,,187.34,WSW,,49,100,37.26929855,-109.95700073,449.9,444.9,123,San Juan,,,UVHFS,2018-01-15,On-Air,6,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,Part time link to two repeaters,,DM57AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,,187.35,S,,35,16629,35.88000107,-106.3030014,144.265,144.265,203.5,Los Alamos,,,,2017-12-08,On-Air,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC,KE8AVN,Los Alamos,NM,OPEN,,D,187.35,S,,35,16602,35.88000107,-106.3030014,442.925,447.925,,Los Alamos,,,,2018-05-14,On-Air,,,,,,,,,,,,,,,,,,,yes,1,,c Record retrieved from radioid.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,,187.35,S,,35,12228,35.88000107,-106.3030014,927.9,902.9,,Los Alamos,,,NMFCC,2017-02-05,On-Air,,,Los Alamos and surrounding areas,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,Y,188.04,ESE,,08,167,37.99950027,-103.52899933,147.36,147.96,,Otero,,,,2018-09-30,On-Air,E-power,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,,KC0ITF,,Digital Wires-X,,DM87FX,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,Yes; analog capable.,,,,,,,,,,,11360,,,,,,,,,,
447,-5,103.5,KC0VJD,Hugo,CO,OPEN,W,Y,188.8,E,,08,17059,39.05419922,-103.48000336,447,442,,Lincoln,,Delbert Noakes (KC0VJD),CCARC,2020-01-26,On-Air,APRS repeater &amp; I-Gate / Weather station,,"I-70, US-71, US-287, US-40, US-24, Hugo, Limon, Genoa, Punkin Center, Arriba.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,30534,,,,,,,,,,
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,190.96,E,,08,13581,39.27830124,-103.5,446.7375,441.7375,,Lincoln,,K0RTS KC0VJD,CCARC,2019-11-27,On-Air,,,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",,,RMHam,,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,,,,,,,,,,,yes,8,310829,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,191.42,E,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,Lincoln,,BSARC,CCARC,2019-07-21,On-Air,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",,"I-70, US-71, US-287, US-40, US-24",,http://www.bigsandyradio.com/,,,,Big Sandy Net: Tues 19:00,DM89GG,,42740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.1,5,100,NM5SC,"San Ysidro, Pajarito Peak",NM,OPEN,A,,196.9,S,,35,9767,35.69670105,-106.85900116,443.1,448.1,100,Sandoval,,Sandoval County ARES,NMFCC,2017-02-10,On-Air,"Linked, e-power.",,Wide area - NW NM.,,http://nmscares.org/,ARRL,,"KNWD TKR-850, RTCM Interface. 25W, 9000' MSL. (Pajarito Peak differs from Pajarito Mountain near Los Alamos)",Sandoval County ARES: Mon at 19:30.,DM65NQ,,27748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,198.19,WNW,ON - IDLE,49,58,39.6389,-110.342,147.32,147.92,88.5,Carbon,,Sinbad Desert ARC,UVHFS,2017-09-03,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10. 50 mi radius.",,http://sdarc.us/repeaters/bruin.html,,3270,110,,DM49tp,64264,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,88.5,K7SDC,"Sunnyside, Bruin Point",UT,OPEN,EI,,198.19,WNW,ON - IDLE,49,59,39.6389,-110.342,449.05,444.05,88.5,Carbon,,Sinbad Desert ARC,UVHFS,2008-07-11,On-Air,Remote base.,,"Wide area: Roosevelt, Duchesne, near Vernal, and Price, with spotty coverage from Price down to I-70 on US-6 and US-10.",,http://sdarc.us/repeaters/bruin.html,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,,WX7Y,"Sunny Side, Bruin Peak",UT,OPEN,,,198.63,WNW,,49,15319,39.6447,-110.348,145.175,144.575,,Carbon,,SDARC,,2018-01-11,On-Air,,,Eastern Utah,,,Sinbad Desert A.R.C.,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
